transaction_date,value_date,description,reference,debit,credit,balance
2023-02-13,2023-02-13,Payment from Customer_0052,REF89227472,0.0,45.59,43426.91
2023-02-14,2023-02-14,Invoice payment - Customer_0041,REF21570393,0.0,111.26,43538.17
2023-02-14,2023-02-14,Payment from Customer_0099,REF53562474,0.0,46.72,43584.89
2023-02-14,2023-02-14,Invoice payment - Customer_0089,REF66084744,0.0,129.26,43714.15
2023-02-14,2023-02-14,Invoice payment - Customer_0021,REF80964694,0.0,51.51,43765.66
2023-02-14,2023-02-14,Service payment - Customer_0073,REF43129769,0.0,141.86,43907.52
2023-02-14,2023-02-14,Payment from Customer_0042,REF53085510,0.0,91.31,43998.83
2023-02-14,2023-02-14,Service payment - Customer_0003,REF98635043,0.0,62.75,44061.58
2023-02-14,2023-02-14,Project payment - Customer_0029,REF89973285,0.0,87.99,44149.57
2023-02-14,2023-02-14,Service payment - Customer_0064,REF49464730,0.0,37.19,44186.76
2023-02-14,2023-02-14,Invoice payment - Customer_0053,REF18621239,0.0,113.04,44299.8
2023-02-14,2023-02-14,Employee payroll,REF75804702,1940.96,0.0,42358.84
2023-02-14,2023-02-14,Invoice payment - Customer_0096,REF57589801,0.0,82.65,42441.49
2023-02-15,2023-02-15,Payment from Customer_0093,REF97050420,0.0,94.51,42536.0
2023-02-15,2023-02-15,Service payment - Customer_0065,REF84958297,0.0,49.52,42585.52
2023-02-15,2023-02-15,Invoice payment - Customer_0095,REF76553476,0.0,76.78,42662.3
2023-02-15,2023-02-15,Payment from Customer_0099,REF26195151,0.0,42.64,42704.94
2023-02-15,2023-02-15,Invoice payment - Customer_0081,REF84927913,0.0,88.24,42793.18
2023-02-15,2023-02-15,Business insurance premium,REF23171242,176.18,0.0,42617.0
2023-02-15,2023-02-15,Project payment - Customer_0022,REF60784835,0.0,55.89,42672.89
2023-02-15,2023-02-15,Service payment - Customer_0001,REF19971232,0.0,58.47,42731.36
2023-02-15,2023-02-15,Invoice payment - Customer_0044,REF75061336,0.0,35.93,42767.29
2023-02-15,2023-02-15,Invoice payment - Customer_0084,REF78001912,0.0,63.21,42830.5
2023-02-15,2023-02-15,Service payment - Customer_0032,REF16699957,0.0,53.78,42884.28
2023-02-15,2023-02-15,Service payment - Customer_0041,REF23723412,0.0,83.63,42967.91
2023-02-15,2023-02-15,Service payment - Customer_0064,REF13014529,0.0,42.13,43010.04
2023-02-16,2023-02-16,Project payment - Customer_0024,REF50703938,0.0,86.34,43096.38
2023-02-16,2023-02-16,Service payment - Customer_0011,REF48740232,0.0,90.88,43187.26
2023-02-16,2023-02-16,Invoice payment - Customer_0094,REF40294442,0.0,54.35,43241.61
2023-02-16,2023-02-16,Project payment - Customer_0055,REF30040440,0.0,63.96,43305.57
2023-02-16,2023-02-16,Project payment - Customer_0072,REF81211644,0.0,107.28,43412.85
2023-02-16,2023-02-16,Project payment - Customer_0007,REF84073479,0.0,152.68,43565.53
2023-02-16,2023-02-16,Service payment - Customer_0061,REF26254540,0.0,146.23,43711.76
2023-02-17,2023-02-17,Payment from Customer_0011,REF63627392,0.0,100.44,43812.2
2023-02-17,2023-02-17,Payment from Customer_0056,REF32546401,0.0,37.0,43849.2
2023-02-17,2023-02-17,Project payment - Customer_0035,REF45556402,0.0,110.9,43960.1
2023-02-17,2023-02-17,Payment from Customer_0080,REF21363769,0.0,36.2,43996.3
2023-02-17,2023-02-17,Payment from Customer_0015,REF33910493,0.0,105.21,44101.51
2023-02-17,2023-02-17,Service payment - Customer_0000,REF30213968,0.0,45.6,44147.11
2023-02-17,2023-02-17,Project payment - Customer_0062,REF68184260,0.0,59.84,44206.95
2023-02-17,2023-02-17,Project payment - Customer_0060,REF28451039,0.0,78.38,44285.33
2023-02-17,2023-02-17,Invoice payment - Customer_0032,REF43884839,0.0,69.99,44355.32
2023-02-18,2023-02-18,Project payment - Customer_0001,REF72946015,0.0,72.78,44428.1
2023-02-18,2023-02-18,Invoice payment - Customer_0096,REF23699573,0.0,67.51,44495.61
2023-02-18,2023-02-18,Payment from Customer_0078,REF25313543,0.0,119.42,44615.03
2023-02-18,2023-02-18,Invoice payment - Customer_0002,REF87372494,0.0,42.61,44657.64
2023-02-18,2023-02-18,Service payment - Customer_0081,REF63429431,0.0,101.71,44759.35
2023-02-18,2023-02-18,Invoice payment - Customer_0018,REF98272926,0.0,64.18,44823.53
2023-02-18,2023-02-18,Service payment - Customer_0091,REF79773975,0.0,108.37,44931.9
2023-02-18,2023-02-18,Invoice payment - Customer_0082,REF80267957,0.0,100.38,45032.28
2023-02-18,2023-02-18,Service payment - Customer_0009,REF49901144,0.0,63.05,45095.33
2023-02-19,2023-02-19,Payment from Customer_0043,REF36463142,0.0,117.29,45212.62
2023-02-19,2023-02-19,Service payment - Customer_0099,REF50716580,0.0,39.75,45252.37
2023-02-19,2023-02-19,Invoice payment - Customer_0073,REF15843559,0.0,115.91,45368.28
2023-02-19,2023-02-19,Invoice payment - Customer_0075,REF94215035,0.0,131.93,45500.21
2023-02-19,2023-02-19,Payment from Customer_0086,REF39973503,0.0,68.46,45568.67
2023-02-19,2023-02-19,Payment from Customer_0007,REF26577722,0.0,134.17,45702.84
2023-02-19,2023-02-19,Invoice payment - Customer_0024,REF63726634,0.0,75.23,45778.07
2023-02-20,2023-02-20,Payment from Customer_0042,REF22626041,0.0,90.54,45868.61
2023-02-20,2023-02-20,Payment from Customer_0063,REF56769803,0.0,60.31,45928.92
2023-02-20,2023-02-20,Payment from Customer_0007,REF86953618,0.0,114.99,46043.91
2023-02-20,2023-02-20,Employee payroll,REF46838356,2085.04,0.0,43958.87
2023-02-20,2023-02-20,Service payment - Customer_0047,REF12543717,0.0,87.82,44046.69
2023-02-20,2023-02-20,Invoice payment - Customer_0026,REF16806836,0.0,101.05,44147.74
2023-02-20,2023-02-20,Payment from Customer_0089,REF15941472,0.0,137.01,44284.75
2023-02-20,2023-02-20,Payment from Customer_0052,REF23390924,0.0,38.84,44323.59
2023-02-20,2023-02-20,Service payment - Customer_0055,REF26467062,0.0,40.72,44364.31
2023-02-20,2023-02-20,Invoice payment - Customer_0020,REF75218535,0.0,149.47,44513.78
2023-02-21,2023-02-21,Invoice payment - Customer_0050,REF96800894,0.0,150.79,44664.57
2023-02-21,2023-02-21,Project payment - Customer_0010,REF53136454,0.0,91.95,44756.52
2023-02-21,2023-02-21,Project payment - Customer_0015,REF12454098,0.0,133.44,44889.96
2023-02-21,2023-02-21,Payment from Customer_0004,REF17996803,0.0,48.44,44938.4
2023-02-21,2023-02-21,Payment from Customer_0062,REF75348610,0.0,57.83,44996.23
2023-02-21,2023-02-21,Invoice payment - Customer_0046,REF14106961,0.0,104.88,45101.11
2023-02-21,2023-02-21,Project payment - Customer_0013,REF81499230,0.0,46.38,45147.49
2023-02-21,2023-02-21,Payment from Customer_0095,REF13246270,0.0,83.07,45230.56
2023-02-21,2023-02-21,Payment from Customer_0052,REF86229158,0.0,32.08,45262.64
2023-02-22,2023-02-22,Utility bill payment,REF58081924,131.99,0.0,45130.65
2023-02-22,2023-02-22,Service payment - Customer_0054,REF14580578,0.0,70.88,45201.53
2023-02-22,2023-02-22,Payment from Customer_0017,REF65690386,0.0,57.06,45258.59
2023-02-22,2023-02-22,Project payment - Customer_0075,REF31416246,0.0,93.82,45352.41
2023-02-22,2023-02-22,Invoice payment - Customer_0089,REF38062265,0.0,110.19,45462.6
2023-02-22,2023-02-22,Service payment - Customer_0093,REF31430002,0.0,124.98,45587.58
2023-02-22,2023-02-22,Service payment - Customer_0038,REF63504816,0.0,55.15,45642.73
2023-02-22,2023-02-22,Payment from Customer_0052,REF73544968,0.0,36.33,45679.06
2023-02-22,2023-02-22,Payment from Customer_0045,REF71702169,0.0,105.2,45784.26
2023-02-22,2023-02-22,Service payment - Customer_0012,REF55356502,0.0,57.0,45841.26
2023-02-22,2023-02-22,Invoice payment - Customer_0003,REF67536347,0.0,65.25,45906.51
2023-02-22,2023-02-22,Service payment - Customer_0004,REF68787461,0.0,56.35,45962.86
2023-02-22,2023-02-22,Project payment - Customer_0095,REF56940178,0.0,54.14,46017.0
2023-02-22,2023-02-22,Invoice payment - Customer_0081,REF97966143,0.0,73.64,46090.64
2023-02-22,2023-02-22,Project payment - Customer_0030,REF78501975,0.0,40.25,46130.89
2023-02-22,2023-02-22,Payment from Customer_0055,REF15940653,0.0,66.26,46197.15
2023-02-23,2023-02-23,Project payment - Customer_0000,REF85100234,0.0,37.71,46234.86
2023-02-23,2023-02-23,Service payment - Customer_0060,REF83533489,0.0,56.77,46291.63
2023-02-23,2023-02-23,Invoice payment - Customer_0075,REF13784902,0.0,114.94,46406.57
2023-02-23,2023-02-23,Invoice payment - Customer_0080,REF61663121,0.0,35.51,46442.08
2023-02-23,2023-02-23,Payment from Customer_0094,REF66684030,0.0,68.78,46510.86
2023-02-23,2023-02-23,Invoice payment - Customer_0038,REF63202921,0.0,56.95,46567.81
2023-02-23,2023-02-23,Project payment - Customer_0079,REF10073961,0.0,69.23,46637.04
2023-02-23,2023-02-23,Invoice payment - Customer_0083,REF53342698,0.0,59.95,46696.99
2023-02-23,2023-02-23,Invoice payment - Customer_0069,REF58878229,0.0,62.39,46759.38
2023-02-23,2023-02-23,Invoice payment - Customer_0034,REF25887308,0.0,79.36,46838.74
2023-02-23,2023-02-23,Invoice payment - Customer_0084,REF93940093,0.0,46.5,46885.24
2023-02-23,2023-02-23,Service payment - Customer_0032,REF25481906,0.0,66.07,46951.31
2023-02-23,2023-02-23,Project payment - Customer_0054,REF61579688,0.0,69.95,47021.26
2023-02-23,2023-02-23,Service payment - Customer_0061,REF24006167,0.0,113.41,47134.67
2023-02-23,2023-02-23,Payment from Customer_0010,REF79212493,0.0,54.43,47189.1
2023-02-23,2023-02-23,Invoice payment - Customer_0035,REF94863531,0.0,120.15,47309.25
2023-02-24,2023-02-24,Invoice payment - Customer_0081,REF24516540,0.0,81.25,47390.5
2023-02-24,2023-02-24,Invoice payment - Customer_0026,REF28949538,0.0,87.82,47478.32
2023-02-24,2023-02-24,Payment from Customer_0063,REF95765444,0.0,53.06,47531.38
2023-02-24,2023-02-24,Invoice payment - Customer_0056,REF45127700,0.0,24.57,47555.95
2023-02-24,2023-02-24,Project payment - Customer_0043,REF86749330,0.0,102.19,47658.14
2023-02-24,2023-02-24,Service payment - Customer_0099,REF36098755,0.0,47.55,47705.69
2023-02-24,2023-02-24,Project payment - Customer_0048,REF96218897,0.0,106.47,47812.16
2023-02-25,2023-02-25,Service payment - Customer_0041,REF54420959,0.0,107.14,47919.3
2023-02-25,2023-02-25,Payment from Customer_0049,REF67871298,0.0,79.72,47999.02
2023-02-25,2023-02-25,Payment from Customer_0071,REF22886360,0.0,48.26,48047.28
2023-02-25,2023-02-25,Payment from Customer_0046,REF22143054,0.0,132.61,48179.89
2023-02-25,2023-02-25,Payment from Customer_0043,REF51492343,0.0,94.99,48274.88
2023-02-25,2023-02-25,Project payment - Customer_0060,REF63826393,0.0,68.02,48342.9
2023-02-26,2023-02-26,Service payment - Customer_0025,REF70991942,0.0,108.51,48451.41
2023-02-26,2023-02-26,Payment from Customer_0066,REF90588305,0.0,57.74,48509.15
2023-02-26,2023-02-26,Project payment - Customer_0036,REF35810527,0.0,46.43,48555.58
2023-02-26,2023-02-26,Service payment - Customer_0003,REF16733146,0.0,66.89,48622.47
2023-02-26,2023-02-26,Marketing expenses,REF87722026,275.29,0.0,48347.18
2023-02-26,2023-02-26,Service payment - Customer_0032,REF14963616,0.0,79.57,48426.75
2023-02-26,2023-02-26,Invoice payment - Customer_0092,REF30585573,0.0,61.71,48488.46
2023-02-26,2023-02-26,Project payment - Customer_0096,REF52417846,0.0,65.52,48553.98
2023-02-26,2023-02-26,Project payment - Customer_0013,REF66842034,0.0,51.2,48605.18
2023-02-27,2023-02-27,Service payment - Customer_0043,REF58616078,0.0,125.18,48730.36
2023-02-27,2023-02-27,Invoice payment - Customer_0096,REF50621051,0.0,84.33,48814.69
2023-02-27,2023-02-27,Payment from Customer_0008,REF25266894,0.0,84.91,48899.6
2023-02-27,2023-02-27,Invoice payment - Customer_0097,REF15917699,0.0,50.53,48950.13
2023-02-27,2023-02-27,Project payment - Customer_0099,REF10179695,0.0,32.18,48982.31
2023-02-27,2023-02-27,Project payment - Customer_0020,REF38313291,0.0,124.76,49107.07
2023-02-28,2023-02-28,Invoice payment - Customer_0026,REF49961959,0.0,103.83,49210.9
2023-02-28,2023-02-28,Invoice payment - Customer_0040,REF73198641,0.0,26.46,49237.36
2023-02-28,2023-02-28,Payment from Customer_0074,REF35396209,0.0,38.29,49275.65
2023-02-28,2023-02-28,Service payment - Customer_0075,REF97626102,0.0,117.69,49393.34
2023-02-28,2023-02-28,Payment from Customer_0059,REF11315173,0.0,50.14,49443.48
2023-02-28,2023-02-28,Service payment - Customer_0088,REF56453949,0.0,100.31,49543.79
2023-02-28,2023-02-28,Invoice payment - Customer_0048,REF73418946,0.0,100.08,49643.87
2023-02-28,2023-02-28,Project payment - Customer_0084,REF25451508,0.0,67.54,49711.41
2023-02-28,2023-02-28,Invoice payment - Customer_0038,REF86143685,0.0,48.25,49759.66
2023-02-28,2023-02-28,Service payment - Customer_0039,REF88534868,0.0,109.27,49868.93
2023-02-28,2023-02-28,Invoice payment - Customer_0043,REF35520627,0.0,99.58,49968.51
2023-03-01,2023-03-01,Monthly office rent,REF13364305,1080.5,0.0,48888.01
2023-03-01,2023-03-01,Service payment - Customer_0007,REF66074414,0.0,120.45,49008.46
2023-03-01,2023-03-01,Payment from Customer_0003,REF40493408,0.0,70.55,49079.01
2023-03-01,2023-03-01,Invoice payment - Customer_0057,REF80593256,0.0,108.26,49187.27
2023-03-01,2023-03-01,Project payment - Customer_0094,REF85316434,0.0,72.94,49260.21
2023-03-02,2023-03-02,Payment from Customer_0095,REF83063472,0.0,60.9,49321.11
2023-03-02,2023-03-02,Project payment - Customer_0027,REF56962594,0.0,91.76,49412.87
2023-03-02,2023-03-02,Invoice payment - Customer_0057,REF79820122,0.0,123.53,49536.4
2023-03-02,2023-03-02,Project payment - Customer_0045,REF19151210,0.0,75.8,49612.2
2023-03-02,2023-03-02,Payment from Customer_0084,REF88371381,0.0,61.41,49673.61
2023-03-02,2023-03-02,Project payment - Customer_0020,REF53159482,0.0,100.16,49773.77
2023-03-03,2023-03-03,Project payment - Customer_0098,REF87354598,0.0,66.01,49839.78
2023-03-03,2023-03-03,Service payment - Customer_0028,REF16933997,0.0,83.22,49923.0
2023-03-03,2023-03-03,Service payment - Customer_0043,REF31358424,0.0,100.84,50023.84
2023-03-03,2023-03-03,Payment from Customer_0057,REF68464934,0.0,93.31,50117.15
2023-03-03,2023-03-03,Payment from Customer_0078,REF70596382,0.0,118.39,50235.54
2023-03-03,2023-03-03,Project payment - Customer_0067,REF81002256,0.0,142.02,50377.56
2023-03-03,2023-03-03,Service payment - Customer_0003,REF20675063,0.0,88.07,50465.63
2023-03-03,2023-03-03,Payment from Customer_0081,REF37348625,0.0,100.56,50566.19
2023-03-03,2023-03-03,Invoice payment - Customer_0064,REF23211471,0.0,47.83,50614.02
2023-03-03,2023-03-03,Project payment - Customer_0076,REF86109412,0.0,11.93,50625.95
2023-03-04,2023-03-04,Service payment - Customer_0096,REF47589079,0.0,118.71,50744.66
2023-03-04,2023-03-04,Payment from Customer_0073,REF88788137,0.0,104.62,50849.28
2023-03-04,2023-03-04,Service payment - Customer_0052,REF82503710,0.0,43.47,50892.75
2023-03-04,2023-03-04,Service payment - Customer_0071,REF83295786,0.0,54.18,50946.93
2023-03-04,2023-03-04,Invoice payment - Customer_0047,REF43065452,0.0,122.63,51069.56
2023-03-04,2023-03-04,Payment from Customer_0004,REF70029769,0.0,53.78,51123.34
2023-03-04,2023-03-04,Payment from Customer_0034,REF34184724,0.0,66.9,51190.24
2023-03-04,2023-03-04,Invoice payment - Customer_0054,REF41359148,0.0,74.45,51264.69
2023-03-04,2023-03-04,Project payment - Customer_0017,REF38593101,0.0,81.96,51346.65
2023-03-04,2023-03-04,Project payment - Customer_0062,REF42552900,0.0,64.89,51411.54
2023-03-04,2023-03-04,Invoice payment - Customer_0070,REF72927144,0.0,55.2,51466.74
2023-03-04,2023-03-04,Invoice payment - Customer_0003,REF25360657,0.0,83.52,51550.26
2023-03-04,2023-03-04,Invoice payment - Customer_0098,REF89030119,0.0,78.4,51628.66
2023-03-04,2023-03-04,Invoice payment - Customer_0072,REF86757921,0.0,138.61,51767.27
2023-03-04,2023-03-04,Service payment - Customer_0094,REF46999830,0.0,74.82,51842.09
2023-03-05,2023-03-05,Project payment - Customer_0059,REF98180647,0.0,68.81,51910.9
2023-03-05,2023-03-05,Invoice payment - Customer_0052,REF18553199,0.0,57.17,51968.07
2023-03-05,2023-03-05,Payment from Customer_0015,REF83683856,0.0,100.78,52068.85
2023-03-05,2023-03-05,Service payment - Customer_0012,REF68481429,0.0,62.95,52131.8
2023-03-05,2023-03-05,Project payment - Customer_0076,REF72740254,0.0,10.26,52142.06
2023-03-05,2023-03-05,Project payment - Customer_0043,REF18488109,0.0,115.03,52257.09
2023-03-05,2023-03-05,Payment from Customer_0003,REF15757281,0.0,76.16,52333.25
2023-03-05,2023-03-05,Project payment - Customer_0098,REF43709832,0.0,87.81,52421.06
2023-03-05,2023-03-05,Invoice payment - Customer_0049,REF83329534,0.0,71.82,52492.88
2023-03-06,2023-03-06,Invoice payment - Customer_0002,REF20447486,0.0,88.28,52581.16
2023-03-06,2023-03-06,Service payment - Customer_0005,REF99226647,0.0,17.1,52598.26
2023-03-06,2023-03-06,Invoice payment - Customer_0029,REF33000081,0.0,54.64,52652.9
2023-03-06,2023-03-06,Invoice payment - Customer_0096,REF93987155,0.0,93.86,52746.76
2023-03-06,2023-03-06,Payment from Customer_0043,REF80225852,0.0,147.23,52893.99
2023-03-06,2023-03-06,Project payment - Customer_0080,REF24553963,0.0,31.74,52925.73
2023-03-06,2023-03-06,Invoice payment - Customer_0071,REF64082362,0.0,57.89,52983.62
2023-03-06,2023-03-06,Project payment - Customer_0085,REF12922802,0.0,130.31,53113.93
2023-03-06,2023-03-06,Invoice payment - Customer_0090,REF47265438,0.0,83.55,53197.48
2023-03-06,2023-03-06,Invoice payment - Customer_0000,REF69105187,0.0,45.48,53242.96
2023-03-07,2023-03-07,Service payment - Customer_0068,REF96753145,0.0,37.45,53280.41
2023-03-07,2023-03-07,Invoice payment - Customer_0091,REF16981237,0.0,143.37,53423.78
2023-03-07,2023-03-07,Invoice payment - Customer_0027,REF45515672,0.0,88.06,53511.84
2023-03-07,2023-03-07,Service payment - Customer_0040,REF17751044,0.0,35.18,53547.02
2023-03-07,2023-03-07,Payment from Customer_0029,REF39276544,0.0,101.13,53648.15
2023-03-07,2023-03-07,Invoice payment - Customer_0088,REF19444745,0.0,153.76,53801.91
2023-03-07,2023-03-07,Payment from Customer_0016,REF28959986,0.0,33.44,53835.35
2023-03-08,2023-03-08,Project payment - Customer_0021,REF83890789,0.0,68.97,53904.32
2023-03-08,2023-03-08,Inventory purchase,REF96619442,4214.19,0.0,49690.13
2023-03-08,2023-03-08,Service payment - Customer_0009,REF75917238,0.0,71.93,49762.06
2023-03-08,2023-03-08,Payment from Customer_0020,REF63398654,0.0,103.94,49866.0
2023-03-08,2023-03-08,Project payment - Customer_0067,REF45288048,0.0,136.22,50002.22
2023-03-08,2023-03-08,Project payment - Customer_0091,REF58721261,0.0,166.39,50168.61
2023-03-08,2023-03-08,Invoice payment - Customer_0068,REF30987954,0.0,47.09,50215.7
2023-03-08,2023-03-08,Service payment - Customer_0098,REF11663579,0.0,92.9,50308.6
2023-03-08,2023-03-08,Project payment - Customer_0073,REF60234575,0.0,145.19,50453.79
2023-03-08,2023-03-08,Payment from Customer_0034,REF10226593,0.0,91.21,50545.0
2023-03-08,2023-03-08,Service payment - Customer_0017,REF99367895,0.0,61.53,50606.53
2023-03-08,2023-03-08,Invoice payment - Customer_0042,REF54075281,0.0,115.11,50721.64
2023-03-08,2023-03-08,Service payment - Customer_0002,REF61363413,0.0,77.64,50799.28
2023-03-08,2023-03-08,Invoice payment - Customer_0043,REF85169815,0.0,130.79,50930.07
2023-03-08,2023-03-08,Service payment - Customer_0025,REF83575876,0.0,123.9,51053.97
2023-03-09,2023-03-09,Project payment - Customer_0024,REF65716237,0.0,84.1,51138.07
2023-03-09,2023-03-09,Payment from Customer_0067,REF38080334,0.0,90.28,51228.35
2023-03-09,2023-03-09,Invoice payment - Customer_0066,REF52536698,0.0,56.06,51284.41
2023-03-09,2023-03-09,Invoice payment - Customer_0068,REF24872475,0.0,41.0,51325.41
2023-03-09,2023-03-09,Service payment - Customer_0033,REF30201731,0.0,58.75,51384.16
2023-03-10,2023-03-10,Service payment - Customer_0099,REF90188608,0.0,56.53,51440.69
2023-03-10,2023-03-10,Service payment - Customer_0046,REF71927868,0.0,158.08,51598.77
2023-03-10,2023-03-10,Project payment - Customer_0062,REF68810145,0.0,72.88,51671.65
2023-03-10,2023-03-10,Project payment - Customer_0063,REF19852052,0.0,73.88,51745.53
2023-03-10,2023-03-10,Payment from Customer_0082,REF74727902,0.0,110.75,51856.28
2023-03-10,2023-03-10,Payment from Customer_0023,REF82388767,0.0,102.68,51958.96
2023-03-10,2023-03-10,Project payment - Customer_0009,REF51447280,0.0,67.83,52026.79
2023-03-10,2023-03-10,Invoice payment - Customer_0032,REF76654485,0.0,81.01,52107.8
2023-03-10,2023-03-10,Invoice payment - Customer_0045,REF66742499,0.0,77.88,52185.68
2023-03-10,2023-03-10,Payment from Customer_0098,REF16594452,0.0,79.9,52265.58
2023-03-10,2023-03-10,Payment from Customer_0072,REF67574310,0.0,116.47,52382.05
2023-03-11,2023-03-11,Project payment - Customer_0042,REF76871000,0.0,109.21,52491.26
2023-03-11,2023-03-11,Invoice payment - Customer_0026,REF37747634,0.0,137.72,52628.98
2023-03-11,2023-03-11,Project payment - Customer_0092,REF27612010,0.0,65.5,52694.48
2023-03-11,2023-03-11,Invoice payment - Customer_0099,REF90449621,0.0,37.18,52731.66
2023-03-11,2023-03-11,Marketing expenses,REF59844976,232.29,0.0,52499.37
2023-03-11,2023-03-11,Payment from Customer_0044,REF46897158,0.0,34.16,52533.53
2023-03-11,2023-03-11,Project payment - Customer_0059,REF18762012,0.0,76.65,52610.18
2023-03-11,2023-03-11,Invoice payment - Customer_0076,REF12227960,0.0,10.0,52620.18
2023-03-12,2023-03-12,Project payment - Customer_0027,REF69707520,0.0,95.63,52715.81
2023-03-12,2023-03-12,Project payment - Customer_0057,REF48373380,0.0,112.27,52828.08
2023-03-12,2023-03-12,Payment from Customer_0039,REF43684269,0.0,145.64,52973.72
2023-03-12,2023-03-12,Service payment - Customer_0098,REF72098441,0.0,65.84,53039.56
2023-03-12,2023-03-12,Invoice payment - Customer_0020,REF61268711,0.0,118.27,53157.83
2023-03-12,2023-03-12,Invoice payment - Customer_0044,REF19626197,0.0,35.47,53193.3
2023-03-12,2023-03-12,Service payment - Customer_0047,REF30498021,0.0,117.27,53310.57
2023-03-12,2023-03-12,Project payment - Customer_0083,REF11756181,0.0,59.01,53369.58
2023-03-12,2023-03-12,Inventory purchase,REF89669603,2981.73,0.0,50387.85
2023-03-13,2023-03-13,Payment from Customer_0040,REF83548343,0.0,32.75,50420.6
2023-03-13,2023-03-13,Project payment - Customer_0090,REF99410886,0.0,67.97,50488.57
2023-03-13,2023-03-13,Project payment - Customer_0067,REF38364024,0.0,141.67,50630.24
2023-03-13,2023-03-13,Invoice payment - Customer_0019,REF22958725,0.0,94.56,50724.8
2023-03-13,2023-03-13,Invoice payment - Customer_0078,REF81327643,0.0,137.24,50862.04
2023-03-13,2023-03-13,Invoice payment - Customer_0030,REF70531703,0.0,33.59,50895.63
2023-03-13,2023-03-13,Invoice payment - Customer_0027,REF44514969,0.0,79.18,50974.81
2023-03-13,2023-03-13,Project payment - Customer_0002,REF10805924,0.0,107.58,51082.39
2023-03-13,2023-03-13,Service payment - Customer_0014,REF82552518,0.0,91.52,51173.91
2023-03-13,2023-03-13,Project payment - Customer_0034,REF75049023,0.0,93.22,51267.13
2023-03-13,2023-03-13,Invoice payment - Customer_0021,REF86741977,0.0,56.12,51323.25
2023-03-13,2023-03-13,Project payment - Customer_0006,REF67455053,0.0,81.34,51404.59
2023-03-14,2023-03-14,Service payment - Customer_0007,REF53927720,0.0,136.45,51541.04
2023-03-14,2023-03-14,Invoice payment - Customer_0068,REF52695000,0.0,56.51,51597.55
2023-03-14,2023-03-14,Marketing expenses,REF78808125,342.48,0.0,51255.07
2023-03-14,2023-03-14,Payment from Customer_0003,REF29347956,0.0,82.53,51337.6
2023-03-14,2023-03-14,Service payment - Customer_0000,REF15654823,0.0,28.56,51366.16
2023-03-14,2023-03-14,Payment from Customer_0027,REF85189048,0.0,74.91,51441.07
2023-03-14,2023-03-14,Payment from Customer_0082,REF94741110,0.0,128.33,51569.4
2023-03-14,2023-03-14,Payment from Customer_0071,REF24422817,0.0,37.54,51606.94
2023-03-14,2023-03-14,Service payment - Customer_0097,REF84338031,0.0,71.01,51677.95
2023-03-14,2023-03-14,Project payment - Customer_0041,REF18895093,0.0,99.53,51777.48
2023-03-14,2023-03-14,Service payment - Customer_0018,REF62493054,0.0,58.62,51836.1
2023-03-14,2023-03-14,Service payment - Customer_0096,REF69838986,0.0,98.22,51934.32
2023-03-15,2023-03-15,Service payment - Customer_0057,REF97281745,0.0,111.09,52045.41
2023-03-15,2023-03-15,Service payment - Customer_0008,REF34987004,0.0,100.05,52145.46
2023-03-15,2023-03-15,Service payment - Customer_0067,REF19493018,0.0,155.67,52301.13
2023-03-15,2023-03-15,Service payment - Customer_0077,REF11460032,0.0,97.61,52398.74
2023-03-15,2023-03-15,Business insurance premium,REF37788978,179.1,0.0,52219.64
2023-03-15,2023-03-15,Payment from Customer_0062,REF96119354,0.0,61.38,52281.02
2023-03-15,2023-03-15,Invoice payment - Customer_0045,REF91194652,0.0,89.23,52370.25
2023-03-15,2023-03-15,Payment from Customer_0091,REF98082734,0.0,162.79,52533.04
2023-03-15,2023-03-15,Invoice payment - Customer_0005,REF47303005,0.0,31.86,52564.9
2023-03-15,2023-03-15,Invoice payment - Customer_0028,REF14782646,0.0,81.59,52646.49
2023-03-15,2023-03-15,Service payment - Customer_0056,REF47759102,0.0,27.75,52674.24
2023-03-16,2023-03-16,Service payment - Customer_0096,REF58245006,0.0,100.01,52774.25
2023-03-16,2023-03-16,Project payment - Customer_0094,REF28238587,0.0,52.6,52826.85
2023-03-16,2023-03-16,Payment from Customer_0077,REF35273696,0.0,92.35,52919.2
2023-03-16,2023-03-16,Invoice payment - Customer_0040,REF31279655,0.0,42.74,52961.94
2023-03-16,2023-03-16,Payment from Customer_0097,REF90389856,0.0,61.78,53023.72
2023-03-16,2023-03-16,Payment from Customer_0052,REF51016163,0.0,43.86,53067.58
2023-03-16,2023-03-16,Payment from Customer_0043,REF83308540,0.0,136.24,53203.82
2023-03-17,2023-03-17,Invoice payment - Customer_0083,REF17359845,0.0,55.85,53259.67
2023-03-17,2023-03-17,Payment from Customer_0032,REF33487348,0.0,73.21,53332.88
2023-03-17,2023-03-17,Project payment - Customer_0063,REF87934834,0.0,60.93,53393.81
2023-03-17,2023-03-17,Invoice payment - Customer_0074,REF41348737,0.0,39.61,53433.42
2023-03-17,2023-03-17,Payment from Customer_0026,REF87972401,0.0,119.98,53553.4
2023-03-17,2023-03-17,Service payment - Customer_0071,REF89518813,0.0,43.63,53597.03
2023-03-17,2023-03-17,Invoice payment - Customer_0033,REF91044774,0.0,68.6,53665.63
2023-03-18,2023-03-18,Invoice payment - Customer_0027,REF66931246,0.0,98.11,53763.74
2023-03-18,2023-03-18,Project payment - Customer_0066,REF16212025,0.0,59.18,53822.92
