transaction_date,value_date,description,reference,debit,credit,balance
2022-05-09,2022-05-09,Coworking space rental,REF76035729,291.86,0.0,189635.12
2022-05-15,2022-05-15,Business insurance premium,REF99764261,123.87,0.0,189511.25
2022-05-15,2022-05-15,Payment from Ayala-French,REF82014354,0.0,265.48,189776.73
2022-05-15,2022-05-15,Payment from Thomas-Smith,REF40997701,0.0,432.0,190208.73
2022-05-15,2022-05-15,Service payment - Rhodes-Jefferson,REF67389102,0.0,411.04,190619.77
2022-05-15,2022-05-15,"Service payment - Rhodes, Schmidt and Benitez",REF53068167,0.0,732.39,191352.16
2022-05-15,2022-05-15,Service payment - Schmidt-Moran,REF44196614,0.0,554.38,191906.54
2022-05-15,2022-05-15,"Service payment - Nguyen, Palmer and Gonzalez",REF35154540,0.0,460.39,192366.93
2022-05-15,2022-05-15,Payment from Neal-Lopez,REF54169524,0.0,495.95,192862.88
2022-05-15,2022-05-15,"Project payment - Fuentes, Stephens and Lee",REF88211900,0.0,403.67,193266.55
2022-05-16,2022-05-16,Business meal,REF12939906,158.82,0.0,193107.73
2022-05-20,2022-05-20,Accounting expense,REF34728085,256.36,0.0,192851.37
2022-05-21,2022-05-21,Training/conference,REF21512328,155.9,0.0,192695.47
2022-05-21,2022-05-21,Professional software license,REF34125295,164.07,0.0,192531.4
2022-05-28,2022-05-28,Coworking space rental,REF10755385,181.74,0.0,192349.66
2022-06-06,2022-06-06,Business travel,REF91561195,490.23,0.0,191859.43
2022-06-08,2022-06-08,Accounting expense,REF26201155,167.02,0.0,191692.41
2022-06-13,2022-06-13,Training/conference,REF70706384,153.4,0.0,191539.01
2022-06-15,2022-06-15,Service payment - Thomas-Smith,REF63531587,0.0,432.23,191971.24
2022-06-15,2022-06-15,Project payment - Neal-Lopez,REF56850363,0.0,437.29,192408.53
2022-06-15,2022-06-15,"Payment from Fuentes, Stephens and Lee",REF83252300,0.0,448.19,192856.72
2022-06-15,2022-06-15,Payment from Schmidt-Moran,REF72687649,0.0,558.07,193414.79
2022-06-15,2022-06-15,Payment from Rhodes-Jefferson,REF95491849,0.0,486.99,193901.78
2022-06-15,2022-06-15,Business insurance premium,REF24472546,120.25,0.0,193781.53
2022-06-15,2022-06-15,"Payment from Nguyen, Palmer and Gonzalez",REF94065246,0.0,575.46,194356.99
2022-06-15,2022-06-15,Payment from Ayala-French,REF60958232,0.0,252.67,194609.66
2022-06-17,2022-06-17,Business meal,REF92766964,136.69,0.0,194472.97
2022-06-21,2022-06-21,Professional software license,REF99492448,168.95,0.0,194304.02
2022-06-24,2022-06-24,Business meal,REF43819030,299.56,0.0,194004.46
2022-06-28,2022-06-28,Coworking space rental,REF76173719,320.46,0.0,193684.0
2022-07-03,2022-07-03,Coworking space rental,REF36639192,119.47,0.0,193564.53
2022-07-09,2022-07-09,Equipment purchase,REF25590456,69.69,0.0,193494.84
2022-07-13,2022-07-13,Coworking space rental,REF68473251,376.43,0.0,193118.41
2022-07-13,2022-07-13,Business travel,REF77849185,249.83,0.0,192868.58
2022-07-15,2022-07-15,Payment from Thomas-Smith,REF98301953,0.0,378.79,193247.37
2022-07-15,2022-07-15,Service payment - Rhodes-Jefferson,REF70449546,0.0,402.52,193649.89
2022-07-15,2022-07-15,Service payment - Schmidt-Moran,REF27839835,0.0,476.67,194126.56
2022-07-15,2022-07-15,Business insurance premium,REF56324557,94.98,0.0,194031.58
2022-07-15,2022-07-15,"Payment from Nguyen, Palmer and Gonzalez",REF75396907,0.0,398.78,194430.36
2022-07-15,2022-07-15,Invoice payment - Ayala-French,REF36634175,0.0,290.43,194720.79
2022-07-15,2022-07-15,Service payment - Neal-Lopez,REF75856007,0.0,413.84,195134.63
2022-07-15,2022-07-15,"Payment from Fuentes, Stephens and Lee",REF51719064,0.0,399.9,195534.53
2022-07-15,2022-07-15,"Payment from Rhodes, Schmidt and Benitez",REF70116251,0.0,533.61,196068.14
2022-07-17,2022-07-17,Business travel,REF53857129,376.27,0.0,195691.87
2022-07-18,2022-07-18,Accounting expense,REF56966196,157.87,0.0,195534.0
2022-07-21,2022-07-21,Marketing expenses,REF83018548,194.59,0.0,195339.41
2022-07-21,2022-07-21,Professional software license,REF66175574,141.12,0.0,195198.29
2022-07-28,2022-07-28,Business travel,REF38923541,305.92,0.0,194892.37
2022-07-28,2022-07-28,Coworking space rental,REF77548943,273.25,0.0,194619.12
2022-07-31,2022-07-31,Coworking space rental,REF80076366,149.7,0.0,194469.42
2022-08-01,2022-08-01,Equipment purchase,REF44724335,79.47,0.0,194389.95
2022-08-03,2022-08-03,Equipment purchase,REF79100700,168.65,0.0,194221.3
2022-08-03,2022-08-03,Training/conference,REF37781826,183.14,0.0,194038.16
2022-08-04,2022-08-04,Training/conference,REF62583183,102.9,0.0,193935.26
2022-08-08,2022-08-08,Business meal,REF28936209,136.19,0.0,193799.07
2022-08-09,2022-08-09,Business travel,REF61684662,399.05,0.0,193400.02
2022-08-09,2022-08-09,Accounting expense,REF38713488,197.21,0.0,193202.81
2022-08-13,2022-08-13,Business travel,REF75337948,449.6,0.0,192753.21
2022-08-14,2022-08-14,Business travel,REF58956550,410.57,0.0,192342.64
2022-08-15,2022-08-15,"Invoice payment - Rhodes, Schmidt and Benitez",REF55341792,0.0,594.89,192937.53
2022-08-15,2022-08-15,Payment from Neal-Lopez,REF22047103,0.0,515.86,193453.39
2022-08-15,2022-08-15,Business insurance premium,REF10146300,110.75,0.0,193342.64
2022-08-15,2022-08-15,Invoice payment - Rhodes-Jefferson,REF19109404,0.0,435.27,193777.91
2022-08-15,2022-08-15,"Payment from Nguyen, Palmer and Gonzalez",REF58545251,0.0,691.66,194469.57
2022-08-15,2022-08-15,Service payment - Thomas-Smith,REF19169309,0.0,311.65,194781.22
2022-08-15,2022-08-15,Service payment - Ayala-French,REF24614313,0.0,265.59,195046.81
2022-08-21,2022-08-21,Professional software license,REF82291524,162.64,0.0,194884.17
2022-08-24,2022-08-24,Marketing expenses,REF32238360,179.53,0.0,194704.64
2022-08-26,2022-08-26,Training/conference,REF31173877,190.91,0.0,194513.73
2022-08-27,2022-08-27,Accounting expense,REF85640016,140.45,0.0,194373.28
2022-08-27,2022-08-27,Business meal,REF51359517,238.69,0.0,194134.59
2022-08-29,2022-08-29,Training/conference,REF60450665,188.58,0.0,193946.01
2022-08-29,2022-08-29,Coworking space rental,REF10923491,262.1,0.0,193683.91
2022-08-30,2022-08-30,Marketing expenses,REF13062269,118.92,0.0,193564.99
2022-09-04,2022-09-04,Coworking space rental,REF59304394,339.49,0.0,193225.5
2022-09-07,2022-09-07,Business travel,REF37251364,317.98,0.0,192907.52
2022-09-10,2022-09-10,Training/conference,REF79392769,236.36,0.0,192671.16
2022-09-14,2022-09-14,Accounting expense,REF63783798,150.54,0.0,192520.62
2022-09-15,2022-09-15,Service payment - Ayala-French,REF80176051,0.0,313.34,192833.96
2022-09-15,2022-09-15,Invoice payment - Neal-Lopez,REF49784570,0.0,773.05,193607.01
2022-09-15,2022-09-15,"Invoice payment - Rhodes, Schmidt and Benitez",REF18897426,0.0,891.97,194498.98
2022-09-15,2022-09-15,"Project payment - Nguyen, Palmer and Gonzalez",REF39289794,0.0,814.6,195313.58
2022-09-15,2022-09-15,Project payment - Rhodes-Jefferson,REF40294081,0.0,767.72,196081.3
2022-09-15,2022-09-15,"Service payment - Fuentes, Stephens and Lee",REF67278340,0.0,557.77,196639.07
2022-09-15,2022-09-15,Payment from Thomas-Smith,REF81283532,0.0,591.17,197230.24
2022-09-15,2022-09-15,Service payment - Schmidt-Moran,REF59976511,0.0,662.03,197892.27
2022-09-15,2022-09-15,Business insurance premium,REF44668914,153.18,0.0,197739.09
2022-09-16,2022-09-16,Business meal,REF21705846,286.36,0.0,197452.73
2022-09-17,2022-09-17,Training/conference,REF24183697,242.97,0.0,197209.76
2022-09-18,2022-09-18,Business travel,REF27417409,147.17,0.0,197062.59
2022-09-18,2022-09-18,Business meal,REF30398988,290.72,0.0,196771.87
2022-09-21,2022-09-21,Professional software license,REF87147919,187.36,0.0,196584.51
2022-09-22,2022-09-22,Marketing expenses,REF60376843,135.02,0.0,196449.49
2022-09-23,2022-09-23,Marketing expenses,REF24255041,403.77,0.0,196045.72
2022-09-26,2022-09-26,Business travel,REF96736293,342.22,0.0,195703.5
2022-09-26,2022-09-26,Equipment purchase,REF28925515,194.88,0.0,195508.62
2022-10-04,2022-10-04,Training/conference,REF35269275,213.24,0.0,195295.38
2022-10-10,2022-10-10,Coworking space rental,REF22052849,419.84,0.0,194875.54
2022-10-13,2022-10-13,Marketing expenses,REF74765534,460.63,0.0,194414.91
2022-10-15,2022-10-15,"Project payment - Fuentes, Stephens and Lee",REF40459618,0.0,687.81,195102.72
2022-10-15,2022-10-15,Business insurance premium,REF91238978,177.92,0.0,194924.8
2022-10-15,2022-10-15,Payment from Neal-Lopez,REF65030385,0.0,568.07,195492.87
2022-10-15,2022-10-15,"Payment from Rhodes, Schmidt and Benitez",REF54612765,0.0,878.98,196371.85
2022-10-15,2022-10-15,"Service payment - Nguyen, Palmer and Gonzalez",REF93216319,0.0,662.22,197034.07
2022-10-15,2022-10-15,Service payment - Ayala-French,REF91119492,0.0,422.73,197456.8
2022-10-15,2022-10-15,Invoice payment - Schmidt-Moran,REF32331854,0.0,592.81,198049.61
2022-10-15,2022-10-15,Project payment - Thomas-Smith,REF10966987,0.0,551.18,198600.79
2022-10-15,2022-10-15,Coworking space rental,REF80495379,347.0,0.0,198253.79
2022-10-21,2022-10-21,Professional software license,REF41572825,272.87,0.0,197980.92
2022-10-23,2022-10-23,Coworking space rental,REF24343100,276.52,0.0,197704.4
2022-10-24,2022-10-24,Coworking space rental,REF69514387,247.55,0.0,197456.85
2022-11-08,2022-11-08,Business travel,REF25831293,517.62,0.0,196939.23
2022-11-09,2022-11-09,Business meal,REF13848843,361.08,0.0,196578.15
2022-11-09,2022-11-09,Training/conference,REF47652407,207.47,0.0,196370.68
2022-11-10,2022-11-10,Business travel,REF79221296,404.88,0.0,195965.8
2022-11-15,2022-11-15,Service payment - Neal-Lopez,REF24722215,0.0,566.92,196532.72
2022-11-15,2022-11-15,Invoice payment - Thomas-Smith,REF71333410,0.0,477.41,197010.13
2022-11-15,2022-11-15,"Invoice payment - Fuentes, Stephens and Lee",REF51026646,0.0,664.44,197674.57
2022-11-15,2022-11-15,Business insurance premium,REF92944815,159.49,0.0,197515.08
2022-11-15,2022-11-15,Payment from Rhodes-Jefferson,REF46408247,0.0,468.28,197983.36
2022-11-15,2022-11-15,Service payment - Schmidt-Moran,REF47767398,0.0,976.39,198959.75
2022-11-15,2022-11-15,"Service payment - Nguyen, Palmer and Gonzalez",REF44634109,0.0,724.8,199684.55
2022-11-15,2022-11-15,"Service payment - Rhodes, Schmidt and Benitez",REF24890579,0.0,958.7,200643.25
2022-11-18,2022-11-18,Coworking space rental,REF43993816,181.02,0.0,200462.23
2022-11-21,2022-11-21,Professional software license,REF77307682,231.41,0.0,200230.82
2022-11-26,2022-11-26,Marketing expenses,REF22343926,212.24,0.0,200018.58
2022-11-27,2022-11-27,Marketing expenses,REF20239774,560.47,0.0,199458.11
2022-11-27,2022-11-27,Business meal,REF81340887,199.33,0.0,199258.78
2022-12-02,2022-12-02,Accounting expense,REF45449607,136.6,0.0,199122.18
2022-12-07,2022-12-07,Business meal,REF29176510,143.68,0.0,198978.5
2022-12-09,2022-12-09,Training/conference,REF31527889,148.92,0.0,198829.58
2022-12-12,2022-12-12,Marketing expenses,REF45595863,234.77,0.0,198594.81
2022-12-15,2022-12-15,Business insurance premium,REF17318753,129.48,0.0,198465.33
2022-12-15,2022-12-15,"Project payment - Fuentes, Stephens and Lee",REF81108156,0.0,287.03,198752.36
2022-12-15,2022-12-15,"Invoice payment - Nguyen, Palmer and Gonzalez",REF88518812,0.0,514.23,199266.59
2022-12-15,2022-12-15,Invoice payment - Schmidt-Moran,REF10359152,0.0,522.24,199788.83
2022-12-15,2022-12-15,"Service payment - Rhodes, Schmidt and Benitez",REF21342223,0.0,769.4,200558.23
2022-12-15,2022-12-15,Project payment - Ayala-French,REF69059037,0.0,268.94,200827.17
2022-12-15,2022-12-15,Invoice payment - Neal-Lopez,REF95202061,0.0,460.34,201287.51
2022-12-15,2022-12-15,Project payment - Thomas-Smith,REF49757889,0.0,342.96,201630.47
2022-12-21,2022-12-21,Professional software license,REF47396245,205.5,0.0,201424.97
2022-12-21,2022-12-21,Business meal,REF66676203,258.48,0.0,201166.49
2022-12-22,2022-12-22,Marketing expenses,REF10911860,339.98,0.0,200826.51
2022-12-28,2022-12-28,Equipment purchase,REF55916988,175.52,0.0,200650.99
2022-12-30,2022-12-30,Coworking space rental,REF69555672,131.79,0.0,200519.2
2022-12-31,2022-12-31,Equipment purchase,REF85317941,150.7,0.0,200368.5
2023-01-07,2023-01-07,Marketing expenses,REF52608366,420.56,0.0,199947.94
2023-01-14,2023-01-14,Business travel,REF59998886,488.14,0.0,199459.8
2023-01-15,2023-01-15,Project payment - Rhodes-Jefferson,REF36102341,0.0,707.93,200167.73
2023-01-15,2023-01-15,Project payment - Schmidt-Moran,REF54123161,0.0,855.53,201023.26
2023-01-15,2023-01-15,Payment from Thomas-Smith,REF81912497,0.0,633.58,201656.84
2023-01-15,2023-01-15,"Invoice payment - Nguyen, Palmer and Gonzalez",REF55568924,0.0,666.09,202322.93
2023-01-15,2023-01-15,Payment from Neal-Lopez,REF93576578,0.0,706.04,203028.97
2023-01-15,2023-01-15,Invoice payment - Ayala-French,REF50991910,0.0,359.79,203388.76
2023-01-15,2023-01-15,"Project payment - Fuentes, Stephens and Lee",REF47965135,0.0,539.12,203927.88
2023-01-15,2023-01-15,Business insurance premium,REF98849329,166.57,0.0,203761.31
2023-01-15,2023-01-15,"Invoice payment - Rhodes, Schmidt and Benitez",REF55699144,0.0,1146.12,204907.43
2023-01-19,2023-01-19,Accounting expense,REF80886343,295.32,0.0,204612.11
2023-01-21,2023-01-21,Professional software license,REF55384928,229.71,0.0,204382.4
2023-01-21,2023-01-21,Training/conference,REF35017642,375.67,0.0,204006.73
2023-02-08,2023-02-08,Accounting expense,REF60960221,132.22,0.0,203874.51
2023-02-09,2023-02-09,Business meal,REF97413330,196.35,0.0,203678.16
2023-02-10,2023-02-10,Business travel,REF27737499,590.28,0.0,203087.88
2023-02-10,2023-02-10,Marketing expenses,REF65755841,302.97,0.0,202784.91
2023-02-15,2023-02-15,Business insurance premium,REF68899922,152.24,0.0,202632.67
2023-02-15,2023-02-15,"Service payment - Fuentes, Stephens and Lee",REF65688838,0.0,614.14,203246.81
2023-02-15,2023-02-15,"Service payment - Nguyen, Palmer and Gonzalez",REF51236347,0.0,871.5,204118.31
2023-02-15,2023-02-15,"Payment from Rhodes, Schmidt and Benitez",REF89652680,0.0,840.47,204958.78
2023-02-15,2023-02-15,Service payment - Schmidt-Moran,REF14144507,0.0,691.99,205650.77
2023-02-15,2023-02-15,Invoice payment - Neal-Lopez,REF29717551,0.0,700.96,206351.73
2023-02-15,2023-02-15,Service payment - Ayala-French,REF40057033,0.0,442.63,206794.36
2023-02-15,2023-02-15,Project payment - Rhodes-Jefferson,REF58717163,0.0,536.79,207331.15
2023-02-19,2023-02-19,Accounting expense,REF20828748,305.63,0.0,207025.52
2023-02-21,2023-02-21,Professional software license,REF48067045,232.64,0.0,206792.88
2023-02-22,2023-02-22,Business travel,REF78700697,463.62,0.0,206329.26
2023-02-24,2023-02-24,Business meal,REF29913680,239.07,0.0,206090.19
2023-02-28,2023-02-28,Business travel,REF78704576,325.41,0.0,205764.78
2023-03-09,2023-03-09,Equipment purchase,REF23758102,183.33,0.0,205581.45
2023-03-14,2023-03-14,Business travel,REF70230164,584.74,0.0,204996.71
2023-03-15,2023-03-15,Invoice payment - Ayala-French,REF37205550,0.0,379.57,205376.28
2023-03-15,2023-03-15,Invoice payment - Thomas-Smith,REF16033485,0.0,460.18,205836.46
2023-03-15,2023-03-15,Invoice payment - Rhodes-Jefferson,REF59877652,0.0,539.64,206376.1
2023-03-15,2023-03-15,Payment from Schmidt-Moran,REF53432232,0.0,609.22,206985.32
2023-03-15,2023-03-15,Service payment - Neal-Lopez,REF71888746,0.0,562.11,207547.43
2023-03-15,2023-03-15,"Project payment - Fuentes, Stephens and Lee",REF58460347,0.0,589.13,208136.56
2023-03-15,2023-03-15,Business insurance premium,REF48252328,124.04,0.0,208012.52
2023-03-15,2023-03-15,"Service payment - Nguyen, Palmer and Gonzalez",REF27536555,0.0,833.14,208845.66
2023-03-15,2023-03-15,"Payment from Rhodes, Schmidt and Benitez",REF64806677,0.0,835.45,209681.11
2023-03-21,2023-03-21,Professional software license,REF38780715,216.58,0.0,209464.53
2023-03-24,2023-03-24,Business meal,REF69007720,140.46,0.0,209324.07
2023-03-25,2023-03-25,Business meal,REF66476656,198.51,0.0,209125.56
2023-03-30,2023-03-30,Business meal,REF35171523,177.84,0.0,208947.72
2023-04-02,2023-04-02,Equipment purchase,REF13797228,174.01,0.0,208773.71
2023-04-10,2023-04-10,Business travel,REF79311391,652.4,0.0,208121.31
2023-04-11,2023-04-11,Equipment purchase,REF69162751,79.48,0.0,208041.83
2023-04-15,2023-04-15,"Service payment - Rhodes, Schmidt and Benitez",REF55062230,0.0,963.51,209005.34
2023-04-15,2023-04-15,"Project payment - Nguyen, Palmer and Gonzalez",REF78659180,0.0,627.15,209632.49
2023-04-15,2023-04-15,Service payment - Ayala-French,REF24581717,0.0,426.02,210058.51
2023-04-15,2023-04-15,Service payment - Neal-Lopez,REF51084918,0.0,562.22,210620.73
2023-04-15,2023-04-15,Invoice payment - Rhodes-Jefferson,REF43349423,0.0,567.78,211188.51
2023-04-15,2023-04-15,Invoice payment - Thomas-Smith,REF98344795,0.0,546.68,211735.19
2023-04-15,2023-04-15,Business insurance premium,REF67318178,141.27,0.0,211593.92
2023-04-15,2023-04-15,"Invoice payment - Fuentes, Stephens and Lee",REF94424520,0.0,488.6,212082.52
2023-04-17,2023-04-17,Accounting expense,REF36228342,135.15,0.0,211947.37
2023-04-21,2023-04-21,Professional software license,REF52071010,216.53,0.0,211730.84
2023-04-28,2023-04-28,Training/conference,REF51518235,276.76,0.0,211454.08
2023-04-30,2023-04-30,Accounting expense,REF69801985,271.06,0.0,211183.02
2023-05-03,2023-05-03,Business meal,REF22484194,257.06,0.0,210925.96
2023-05-11,2023-05-11,Business travel,REF80077461,514.95,0.0,210411.01
2023-05-15,2023-05-15,Project payment - Schmidt-Moran,REF11749197,0.0,604.0,211015.01
2023-05-15,2023-05-15,Business insurance premium,REF66713087,128.45,0.0,210886.56
2023-05-15,2023-05-15,Service payment - Neal-Lopez,REF27279898,0.0,512.49,211399.05
2023-05-15,2023-05-15,"Service payment - Rhodes, Schmidt and Benitez",REF72420553,0.0,671.08,212070.13
2023-05-15,2023-05-15,Project payment - Thomas-Smith,REF74868204,0.0,500.49,212570.62
2023-05-15,2023-05-15,Payment from Ayala-French,REF90284648,0.0,328.39,212899.01
2023-05-15,2023-05-15,"Project payment - Nguyen, Palmer and Gonzalez",REF66178998,0.0,709.79,213608.8
2023-05-15,2023-05-15,Payment from Rhodes-Jefferson,REF66498689,0.0,423.19,214031.99
2023-05-15,2023-05-15,Business meal,REF10853800,227.94,0.0,213804.05
2023-05-20,2023-05-20,Accounting expense,REF69493695,97.85,0.0,213706.2
2023-05-21,2023-05-21,Professional software license,REF48405029,164.34,0.0,213541.86
2023-05-23,2023-05-23,Business meal,REF25198543,195.31,0.0,213346.55
2023-05-28,2023-05-28,Accounting expense,REF41117166,147.72,0.0,213198.83
2023-05-29,2023-05-29,Business travel,REF41805734,486.98,0.0,212711.85
2023-05-30,2023-05-30,Marketing expenses,REF65160840,308.46,0.0,212403.39
2023-06-08,2023-06-08,Business travel,REF17126329,345.28,0.0,212058.11
2023-06-10,2023-06-10,Business meal,REF60502819,226.16,0.0,211831.95
2023-06-11,2023-06-11,Business travel,REF27217992,290.62,0.0,211541.33
2023-06-13,2023-06-13,Business meal,REF69216034,174.2,0.0,211367.13
2023-06-15,2023-06-15,Payment from Rhodes-Jefferson,REF45338724,0.0,475.9,211843.03
2023-06-15,2023-06-15,Payment from Thomas-Smith,REF13117541,0.0,406.49,212249.52
2023-06-15,2023-06-15,"Invoice payment - Rhodes, Schmidt and Benitez",REF65749526,0.0,781.4,213030.92
2023-06-15,2023-06-15,Payment from Schmidt-Moran,REF82659103,0.0,337.74,213368.66
2023-06-15,2023-06-15,Invoice payment - Neal-Lopez,REF37263294,0.0,485.94,213854.6
2023-06-15,2023-06-15,Business insurance premium,REF60417393,112.81,0.0,213741.79
2023-06-15,2023-06-15,"Project payment - Fuentes, Stephens and Lee",REF24912422,0.0,360.98,214102.77
2023-06-18,2023-06-18,Business meal,REF58748725,288.38,0.0,213814.39
2023-06-19,2023-06-19,Equipment purchase,REF64815985,157.48,0.0,213656.91
2023-06-19,2023-06-19,Business meal,REF42272228,270.53,0.0,213386.38
2023-06-19,2023-06-19,Business travel,REF96885261,374.86,0.0,213011.52
2023-06-21,2023-06-21,Professional software license,REF31616861,129.99,0.0,212881.53
2023-06-26,2023-06-26,Business meal,REF87513214,300.27,0.0,212581.26
2023-07-04,2023-07-04,Coworking space rental,REF42584608,190.46,0.0,212390.8
2023-07-09,2023-07-09,Coworking space rental,REF41808440,307.51,0.0,212083.29
2023-07-15,2023-07-15,Business insurance premium,REF65534717,94.6,0.0,211988.69
2023-07-15,2023-07-15,Invoice payment - Rhodes-Jefferson,REF23959725,0.0,394.39,212383.08
2023-07-15,2023-07-15,Project payment - Neal-Lopez,REF48168761,0.0,464.4,212847.48
2023-07-15,2023-07-15,Project payment - Schmidt-Moran,REF18242780,0.0,288.64,213136.12
2023-07-15,2023-07-15,Payment from Ayala-French,REF39833984,0.0,235.01,213371.13
2023-07-15,2023-07-15,"Project payment - Nguyen, Palmer and Gonzalez",REF74020355,0.0,487.08,213858.21
2023-07-15,2023-07-15,"Project payment - Fuentes, Stephens and Lee",REF63728932,0.0,380.22,214238.43
2023-07-15,2023-07-15,"Service payment - Rhodes, Schmidt and Benitez",REF35926611,0.0,609.3,214847.73
2023-07-19,2023-07-19,Training/conference,REF86984149,119.1,0.0,214728.63
2023-07-20,2023-07-20,Coworking space rental,REF13937865,235.69,0.0,214492.94
2023-07-20,2023-07-20,Equipment purchase,REF96930689,153.62,0.0,214339.32
2023-07-21,2023-07-21,Professional software license,REF80114195,140.58,0.0,214198.74
2023-07-22,2023-07-22,Accounting expense,REF65136737,198.52,0.0,214000.22
2023-07-22,2023-07-22,Business travel,REF61404032,213.17,0.0,213787.05
2023-07-24,2023-07-24,Marketing expenses,REF26772595,147.42,0.0,213639.63
2023-07-25,2023-07-25,Accounting expense,REF16714418,64.48,0.0,213575.15
2023-07-28,2023-07-28,Equipment purchase,REF35456510,129.63,0.0,213445.52
2023-07-29,2023-07-29,Marketing expenses,REF15665791,195.95,0.0,213249.57
2023-08-03,2023-08-03,Business travel,REF42001598,289.31,0.0,212960.26
2023-08-13,2023-08-13,Accounting expense,REF96465806,312.06,0.0,212648.2
2023-08-15,2023-08-15,Service payment - Ayala-French,REF21796479,0.0,303.59,212951.79
2023-08-15,2023-08-15,"Invoice payment - Fuentes, Stephens and Lee",REF55916355,0.0,525.45,213477.24
2023-08-15,2023-08-15,Service payment - Rhodes-Jefferson,REF66287662,0.0,425.29,213902.53
2023-08-15,2023-08-15,"Project payment - Nguyen, Palmer and Gonzalez",REF47525087,0.0,475.25,214377.78
2023-08-15,2023-08-15,Service payment - Schmidt-Moran,REF39024889,0.0,470.27,214848.05
2023-08-15,2023-08-15,Business insurance premium,REF53999082,116.64,0.0,214731.41
2023-08-15,2023-08-15,"Project payment - Rhodes, Schmidt and Benitez",REF47709503,0.0,817.19,215548.6
2023-08-15,2023-08-15,Invoice payment - Neal-Lopez,REF61240053,0.0,531.88,216080.48
2023-08-15,2023-08-15,Service payment - Thomas-Smith,REF94190147,0.0,495.29,216575.77
2023-08-16,2023-08-16,Coworking space rental,REF17675234,153.09,0.0,216422.68
2023-08-18,2023-08-18,Business meal,REF30552008,250.47,0.0,216172.21
2023-08-21,2023-08-21,Professional software license,REF46017531,170.08,0.0,216002.13
2023-08-23,2023-08-23,Marketing expenses,REF49820333,245.44,0.0,215756.69
2023-08-26,2023-08-26,Coworking space rental,REF18908946,231.85,0.0,215524.84
2023-08-27,2023-08-27,Training/conference,REF13792370,270.71,0.0,215254.13
2023-09-03,2023-09-03,Business travel,REF75344832,341.36,0.0,214912.77
2023-09-08,2023-09-08,Business meal,REF36585256,314.43,0.0,214598.34
2023-09-11,2023-09-11,Equipment purchase,REF16105220,126.72,0.0,214471.62
2023-09-13,2023-09-13,Business meal,REF20467344,146.37,0.0,214325.25
2023-09-13,2023-09-13,Business travel,REF81846802,287.41,0.0,214037.84
2023-09-14,2023-09-14,Business travel,REF97366770,526.95,0.0,213510.89
2023-09-15,2023-09-15,Invoice payment - Rhodes-Jefferson,REF98815617,0.0,596.06,214106.95
2023-09-15,2023-09-15,Invoice payment - Thomas-Smith,REF79702151,0.0,664.72,214771.67
2023-09-15,2023-09-15,"Project payment - Rhodes, Schmidt and Benitez",REF80562839,0.0,1044.43,215816.1
2023-09-15,2023-09-15,Business insurance premium,REF60346249,144.42,0.0,215671.68
2023-09-15,2023-09-15,"Invoice payment - Fuentes, Stephens and Lee",REF12038284,0.0,631.22,216302.9
2023-09-15,2023-09-15,"Payment from Nguyen, Palmer and Gonzalez",REF98408766,0.0,667.46,216970.36
2023-09-15,2023-09-15,Service payment - Neal-Lopez,REF69262607,0.0,672.24,217642.6
2023-09-15,2023-09-15,Project payment - Schmidt-Moran,REF61769857,0.0,557.59,218200.19
2023-09-21,2023-09-21,Professional software license,REF66343428,222.04,0.0,217978.15
2023-10-04,2023-10-04,Business meal,REF97071828,327.43,0.0,217650.72
2023-10-05,2023-10-05,Business travel,REF89409715,180.35,0.0,217470.37
2023-10-10,2023-10-10,Business travel,REF48088866,585.87,0.0,216884.5
2023-10-12,2023-10-12,Business meal,REF11193595,251.96,0.0,216632.54
2023-10-14,2023-10-14,Marketing expenses,REF55257028,351.63,0.0,216280.91
2023-10-15,2023-10-15,"Payment from Nguyen, Palmer and Gonzalez",REF73517716,0.0,615.87,216896.78
2023-10-15,2023-10-15,Business insurance premium,REF30162367,161.04,0.0,216735.74
2023-10-15,2023-10-15,Payment from Thomas-Smith,REF34112450,0.0,602.9,217338.64
2023-10-15,2023-10-15,"Invoice payment - Rhodes, Schmidt and Benitez",REF47601903,0.0,1010.15,218348.79
2023-10-15,2023-10-15,Service payment - Rhodes-Jefferson,REF40620357,0.0,715.58,219064.37
2023-10-15,2023-10-15,Invoice payment - Schmidt-Moran,REF15978305,0.0,854.25,219918.62
2023-10-15,2023-10-15,Service payment - Ayala-French,REF80021402,0.0,420.82,220339.44
2023-10-21,2023-10-21,Professional software license,REF78595309,243.33,0.0,220096.11
2023-10-22,2023-10-22,Business travel,REF74854879,397.55,0.0,219698.56
2023-10-24,2023-10-24,Business travel,REF58689490,632.0,0.0,219066.56
2023-11-03,2023-11-03,Marketing expenses,REF39772566,422.01,0.0,218644.55
2023-11-05,2023-11-05,Marketing expenses,REF28154915,332.54,0.0,218312.01
2023-11-14,2023-11-14,Coworking space rental,REF11555233,364.32,0.0,217947.69
2023-11-14,2023-11-14,Training/conference,REF60936718,327.9,0.0,217619.79
2023-11-15,2023-11-15,"Payment from Nguyen, Palmer and Gonzalez",REF81296228,0.0,758.24,218378.03
2023-11-15,2023-11-15,Invoice payment - Ayala-French,REF46669566,0.0,355.85,218733.88
2023-11-15,2023-11-15,Project payment - Rhodes-Jefferson,REF83955025,0.0,551.2,219285.08
