transaction_date,value_date,description,reference,debit,credit,balance
2020-04-28,2020-04-28,Fuel purchase,REF93888233,334.6,0.0,300369.37
2020-04-30,2020-04-30,Payment from Roman-Gonzalez,REF46084830,0.0,1058.65,301428.02
2020-04-30,2020-04-30,Service payment - Abbott-Gomez,REF90082575,0.0,1501.21,302929.23
2020-04-30,2020-04-30,Service payment - Porter Inc,REF66481544,0.0,842.55,303771.78
2020-04-30,2020-04-30,"Payment from Mullins, Buckley and Hahn",REF95216448,0.0,1120.83,304892.61
2020-04-30,2020-04-30,"Payment from Nelson, Parks and Campbell",REF11488244,0.0,1249.29,306141.9
2020-05-04,2020-05-04,Equipment Rental expense,REF28843896,582.46,0.0,305559.44
2020-05-05,2020-05-05,Business materials,REF19807114,1261.3,0.0,304298.14
2020-05-06,2020-05-06,Business materials,REF72646247,1073.83,0.0,303224.31
2020-05-07,2020-05-07,Permits Licenses expense,REF36661097,84.37,0.0,303139.94
2020-05-10,2020-05-10,Equipment Rental expense,REF63980272,472.27,0.0,302667.67
2020-05-13,2020-05-13,Business materials,REF13211214,941.14,0.0,301726.53
2020-05-15,2020-05-15,Invoice payment - Roman-Gonzalez,REF64844354,0.0,1300.94,303027.47
2020-05-15,2020-05-15,Business materials,REF73326593,1080.54,0.0,301946.93
2020-05-15,2020-05-15,Project payment - Porter Inc,REF12979062,0.0,943.78,302890.71
2020-05-15,2020-05-15,Project payment - Abbott-Gomez,REF41660773,0.0,1608.81,304499.52
2020-05-15,2020-05-15,"Project payment - Nelson, Parks and Campbell",REF48922021,0.0,1172.72,305672.24
2020-05-15,2020-05-15,Business insurance premium,REF37660696,274.68,0.0,305397.56
2020-05-17,2020-05-17,Tools expense,REF25556980,149.99,0.0,305247.57
2020-05-18,2020-05-18,Permits Licenses expense,REF83207645,104.08,0.0,305143.49
2020-05-19,2020-05-19,Fuel purchase,REF70127980,486.95,0.0,304656.54
2020-05-20,2020-05-20,Fuel purchase,REF31339680,621.06,0.0,304035.48
2020-05-21,2020-05-21,Vehicle Maintenance expense,REF64818129,259.99,0.0,303775.49
2020-05-22,2020-05-22,Subcontractors expense,REF34482702,732.57,0.0,303042.92
2020-05-22,2020-05-22,Fuel purchase,REF32885505,272.78,0.0,302770.14
2020-05-22,2020-05-22,Tools expense,REF52742247,116.86,0.0,302653.28
2020-05-27,2020-05-27,Permits Licenses expense,REF87539115,68.5,0.0,302584.78
2020-05-29,2020-05-29,Tools expense,REF49397939,95.57,0.0,302489.21
2020-05-30,2020-05-30,"Payment from Mullins, Buckley and Hahn",REF11527739,0.0,1212.82,303702.03
2020-05-30,2020-05-30,Permits Licenses expense,REF18044551,93.54,0.0,303608.49
2020-05-30,2020-05-30,Invoice payment - Roman-Gonzalez,REF87179027,0.0,1254.24,304862.73
2020-05-30,2020-05-30,"Project payment - Nelson, Parks and Campbell",REF70728307,0.0,1725.49,306588.22
2020-05-30,2020-05-30,Service payment - Abbott-Gomez,REF76192148,0.0,1377.15,307965.37
2020-05-30,2020-05-30,Payment from Porter Inc,REF23006273,0.0,778.51,308743.88
2020-05-30,2020-05-30,Tools expense,REF97630784,101.98,0.0,308641.9
2020-05-31,2020-05-31,Vehicle Maintenance expense,REF80865709,203.58,0.0,308438.32
2020-06-10,2020-06-10,Tools expense,REF77772426,177.54,0.0,308260.78
2020-06-11,2020-06-11,Fuel purchase,REF23436736,264.68,0.0,307996.1
2020-06-15,2020-06-15,Business insurance premium,REF39652495,279.89,0.0,307716.21
2020-06-15,2020-06-15,"Invoice payment - Nelson, Parks and Campbell",REF36288528,0.0,1361.43,309077.64
2020-06-15,2020-06-15,Project payment - Abbott-Gomez,REF29483527,0.0,1367.46,310445.1
2020-06-15,2020-06-15,"Payment from Mullins, Buckley and Hahn",REF67009686,0.0,1190.77,311635.87
2020-06-15,2020-06-15,Payment from Porter Inc,REF64493514,0.0,676.52,312312.39
2020-06-15,2020-06-15,Service payment - Roman-Gonzalez,REF20018385,0.0,976.67,313289.06
2020-06-16,2020-06-16,Tools expense,REF43794288,94.37,0.0,313194.69
2020-06-22,2020-06-22,Subcontractors expense,REF90107702,1672.87,0.0,311521.82
2020-06-22,2020-06-22,Vehicle Maintenance expense,REF11570613,277.22,0.0,311244.6
2020-06-24,2020-06-24,Tools expense,REF36479879,167.63,0.0,311076.97
2020-06-30,2020-06-30,"Service payment - Mullins, Buckley and Hahn",REF61530240,0.0,1185.33,312262.3
2020-06-30,2020-06-30,Project payment - Abbott-Gomez,REF56952419,0.0,1316.42,313578.72
2020-06-30,2020-06-30,Invoice payment - Roman-Gonzalez,REF95583185,0.0,1014.49,314593.21
2020-06-30,2020-06-30,Service payment - Porter Inc,REF75208846,0.0,626.66,315219.87
2020-07-01,2020-07-01,Fuel purchase,REF13380888,383.21,0.0,314836.66
2020-07-02,2020-07-02,Business materials,REF80162320,923.43,0.0,313913.23
2020-07-07,2020-07-07,Business materials,REF85644611,499.47,0.0,313413.76
2020-07-09,2020-07-09,Subcontractors expense,REF44334884,1264.72,0.0,312149.04
2020-07-10,2020-07-10,Business materials,REF84266737,1106.37,0.0,311042.67
2020-07-12,2020-07-12,Fuel purchase,REF99265919,204.37,0.0,310838.3
2020-07-14,2020-07-14,Tools expense,REF21925497,158.8,0.0,310679.5
2020-07-15,2020-07-15,Service payment - Porter Inc,REF49084042,0.0,920.36,311599.86
2020-07-15,2020-07-15,Invoice payment - Roman-Gonzalez,REF65696647,0.0,1041.23,312641.09
2020-07-15,2020-07-15,Permits Licenses expense,REF29710114,92.18,0.0,312548.91
2020-07-15,2020-07-15,Business insurance premium,REF63035716,243.35,0.0,312305.56
2020-07-15,2020-07-15,"Project payment - Nelson, Parks and Campbell",REF88951834,0.0,1636.69,313942.25
2020-07-15,2020-07-15,"Invoice payment - Mullins, Buckley and Hahn",REF96943055,0.0,878.23,314820.48
2020-07-18,2020-07-18,Business materials,REF98681536,874.66,0.0,313945.82
2020-07-20,2020-07-20,Business materials,REF53434312,1382.0,0.0,312563.82
2020-07-23,2020-07-23,Tools expense,REF93561447,179.27,0.0,312384.55
2020-07-24,2020-07-24,Fuel purchase,REF15933486,408.84,0.0,311975.71
2020-07-24,2020-07-24,Safety Equipment expense,REF27483082,77.13,0.0,311898.58
2020-07-30,2020-07-30,Subcontractors expense,REF50014207,702.54,0.0,311196.04
2020-07-30,2020-07-30,"Invoice payment - Nelson, Parks and Campbell",REF81750621,0.0,1200.87,312396.91
2020-07-30,2020-07-30,Fuel purchase,REF40434938,497.78,0.0,311899.13
2020-07-30,2020-07-30,"Service payment - Mullins, Buckley and Hahn",REF45328078,0.0,965.59,312864.72
2020-07-30,2020-07-30,Payment from Abbott-Gomez,REF76598761,0.0,1320.06,314184.78
2020-07-30,2020-07-30,Service payment - Roman-Gonzalez,REF54783643,0.0,1050.32,315235.1
2020-07-30,2020-07-30,Payment from Porter Inc,REF82625403,0.0,808.43,316043.53
2020-07-31,2020-07-31,Fuel purchase,REF44166524,345.9,0.0,315697.63
2020-07-31,2020-07-31,Equipment Rental expense,REF40207558,418.93,0.0,315278.7
2020-08-04,2020-08-04,Business materials,REF15066913,949.39,0.0,314329.31
2020-08-04,2020-08-04,Permits Licenses expense,REF59618875,116.35,0.0,314212.96
2020-08-05,2020-08-05,Permits Licenses expense,REF28729697,73.71,0.0,314139.25
2020-08-08,2020-08-08,Tools expense,REF93829863,103.92,0.0,314035.33
2020-08-13,2020-08-13,Equipment Rental expense,REF71144872,588.72,0.0,313446.61
2020-08-14,2020-08-14,Vehicle Maintenance expense,REF27634543,133.57,0.0,313313.04
2020-08-15,2020-08-15,Business insurance premium,REF45972169,226.46,0.0,313086.58
2020-08-15,2020-08-15,"Invoice payment - Nelson, Parks and Campbell",REF71683222,0.0,1330.04,314416.62
2020-08-15,2020-08-15,Payment from Porter Inc,REF46444879,0.0,832.51,315249.13
2020-08-15,2020-08-15,Invoice payment - Abbott-Gomez,REF60957906,0.0,1223.15,316472.28
2020-08-15,2020-08-15,"Service payment - Mullins, Buckley and Hahn",REF11084762,0.0,803.43,317275.71
2020-08-17,2020-08-17,Permits Licenses expense,REF53309973,90.44,0.0,317185.27
2020-08-17,2020-08-17,Fuel purchase,REF22015991,428.81,0.0,316756.46
2020-08-19,2020-08-19,Vehicle Maintenance expense,REF39543781,152.24,0.0,316604.22
2020-08-21,2020-08-21,Subcontractors expense,REF43245550,805.56,0.0,315798.66
2020-08-26,2020-08-26,Subcontractors expense,REF27648906,1112.05,0.0,314686.61
2020-08-27,2020-08-27,Equipment Rental expense,REF51251692,560.81,0.0,314125.8
2020-08-29,2020-08-29,Vehicle Maintenance expense,REF77579728,168.76,0.0,313957.04
2020-08-29,2020-08-29,Fuel purchase,REF12521401,343.89,0.0,313613.15
2020-08-29,2020-08-29,Permits Licenses expense,REF55306198,65.76,0.0,313547.39
2020-08-30,2020-08-30,"Payment from Nelson, Parks and Campbell",REF39205492,0.0,1053.09,314600.48
2020-08-30,2020-08-30,"Invoice payment - Mullins, Buckley and Hahn",REF26141814,0.0,983.79,315584.27
2020-08-30,2020-08-30,Project payment - Abbott-Gomez,REF81926783,0.0,975.9,316560.17
2020-08-30,2020-08-30,Payment from Porter Inc,REF16193348,0.0,775.3,317335.47
2020-08-30,2020-08-30,Invoice payment - Roman-Gonzalez,REF63316896,0.0,1173.96,318509.43
2020-08-31,2020-08-31,Business materials,REF18899359,765.61,0.0,317743.82
2020-09-07,2020-09-07,Fuel purchase,REF98813415,501.25,0.0,317242.57
2020-09-12,2020-09-12,Vehicle Maintenance expense,REF93257845,169.23,0.0,317073.34
2020-09-13,2020-09-13,Subcontractors expense,REF70473053,251.8,0.0,316821.54
2020-09-15,2020-09-15,"Service payment - Mullins, Buckley and Hahn",REF41485138,0.0,537.67,317359.21
2020-09-15,2020-09-15,Project payment - Abbott-Gomez,REF46354177,0.0,940.63,318299.84
2020-09-15,2020-09-15,Business insurance premium,REF71456883,231.96,0.0,318067.88
2020-09-15,2020-09-15,"Payment from Nelson, Parks and Campbell",REF67777515,0.0,1607.87,319675.75
2020-09-15,2020-09-15,Payment from Roman-Gonzalez,REF71769494,0.0,1011.6,320687.35
2020-09-17,2020-09-17,Vehicle Maintenance expense,REF71710337,70.41,0.0,320616.94
2020-09-19,2020-09-19,Fuel purchase,REF40654096,367.91,0.0,320249.03
2020-09-22,2020-09-22,Business materials,REF84049200,774.15,0.0,319474.88
2020-09-26,2020-09-26,Fuel purchase,REF41385629,246.39,0.0,319228.49
2020-09-30,2020-09-30,"Payment from Nelson, Parks and Campbell",REF11287577,0.0,1418.92,320647.41
2020-09-30,2020-09-30,"Service payment - Mullins, Buckley and Hahn",REF58902087,0.0,982.12,321629.53
2020-09-30,2020-09-30,Payment from Roman-Gonzalez,REF87283928,0.0,924.02,322553.55
2020-09-30,2020-09-30,Payment from Abbott-Gomez,REF27755450,0.0,1264.78,323818.33
2020-09-30,2020-09-30,Invoice payment - Porter Inc,REF81448056,0.0,755.74,324574.07
2020-10-02,2020-10-02,Fuel purchase,REF93422030,249.46,0.0,324324.61
2020-10-05,2020-10-05,Fuel purchase,REF85563318,277.91,0.0,324046.7
2020-10-06,2020-10-06,Safety Equipment expense,REF51171665,71.77,0.0,323974.93
2020-10-09,2020-10-09,Subcontractors expense,REF61607128,942.39,0.0,323032.54
2020-10-11,2020-10-11,Safety Equipment expense,REF24475142,63.67,0.0,322968.87
2020-10-13,2020-10-13,Business materials,REF50292681,855.76,0.0,322113.11
2020-10-13,2020-10-13,Vehicle Maintenance expense,REF88169564,228.93,0.0,321884.18
2020-10-15,2020-10-15,Business insurance premium,REF69081528,189.48,0.0,321694.7
2020-10-15,2020-10-15,"Invoice payment - Nelson, Parks and Campbell",REF62206504,0.0,1045.69,322740.39
2020-10-15,2020-10-15,Invoice payment - Abbott-Gomez,REF27981225,0.0,1056.49,323796.88
2020-10-15,2020-10-15,Project payment - Roman-Gonzalez,REF23911381,0.0,854.06,324650.94
2020-10-15,2020-10-15,"Service payment - Mullins, Buckley and Hahn",REF20900000,0.0,924.92,325575.86
2020-10-15,2020-10-15,Service payment - Porter Inc,REF38374067,0.0,759.52,326335.38
2020-10-21,2020-10-21,Safety Equipment expense,REF80688239,121.86,0.0,326213.52
2020-10-24,2020-10-24,Business materials,REF14262835,507.23,0.0,325706.29
2020-10-26,2020-10-26,Permits Licenses expense,REF55306553,88.39,0.0,325617.9
2020-10-26,2020-10-26,Vehicle Maintenance expense,REF14420286,178.3,0.0,325439.6
2020-10-30,2020-10-30,"Service payment - Mullins, Buckley and Hahn",REF93017968,0.0,949.6,326389.2
2020-10-30,2020-10-30,Project payment - Roman-Gonzalez,REF70799929,0.0,958.55,327347.75
2020-10-30,2020-10-30,"Service payment - Nelson, Parks and Campbell",REF99534555,0.0,1258.53,328606.28
2020-10-30,2020-10-30,Payment from Abbott-Gomez,REF26263582,0.0,1261.24,329867.52
2020-11-04,2020-11-04,Business materials,REF55463389,469.09,0.0,329398.43
2020-11-07,2020-11-07,Business materials,REF15404483,807.98,0.0,328590.45
2020-11-10,2020-11-10,Permits Licenses expense,REF88049316,32.83,0.0,328557.62
2020-11-11,2020-11-11,Fuel purchase,REF53825280,289.22,0.0,328268.4
2020-11-14,2020-11-14,Business materials,REF89688220,579.59,0.0,327688.81
2020-11-15,2020-11-15,Business materials,REF84012920,509.93,0.0,327178.88
2020-11-15,2020-11-15,Project payment - Abbott-Gomez,REF25615139,0.0,790.63,327969.51
2020-11-15,2020-11-15,Invoice payment - Porter Inc,REF45573262,0.0,427.86,328397.37
2020-11-15,2020-11-15,Business insurance premium,REF47245881,149.85,0.0,328247.52
2020-11-15,2020-11-15,"Project payment - Nelson, Parks and Campbell",REF74017983,0.0,955.55,329203.07
2020-11-15,2020-11-15,Project payment - Roman-Gonzalez,REF90965135,0.0,658.73,329861.8
2020-11-17,2020-11-17,Permits Licenses expense,REF90530846,47.2,0.0,329814.6
2020-11-21,2020-11-21,Permits Licenses expense,REF19882137,64.09,0.0,329750.51
2020-11-26,2020-11-26,Tools expense,REF31154854,102.54,0.0,329647.97
2020-11-28,2020-11-28,Business materials,REF65644661,637.83,0.0,329010.14
2020-11-29,2020-11-29,Permits Licenses expense,REF27024964,71.9,0.0,328938.24
2020-11-30,2020-11-30,Business materials,REF21863977,792.89,0.0,328145.35
2020-11-30,2020-11-30,Invoice payment - Roman-Gonzalez,REF79097544,0.0,866.1,329011.45
2020-11-30,2020-11-30,Invoice payment - Porter Inc,REF70503349,0.0,472.32,329483.77
2020-11-30,2020-11-30,Fuel purchase,REF86026540,222.77,0.0,329261.0
2020-11-30,2020-11-30,Service payment - Abbott-Gomez,REF49968557,0.0,1063.88,330324.88
2020-11-30,2020-11-30,"Project payment - Nelson, Parks and Campbell",REF93814382,0.0,1019.48,331344.36
2020-11-30,2020-11-30,"Project payment - Mullins, Buckley and Hahn",REF58219373,0.0,702.42,332046.78
2020-12-01,2020-12-01,Business materials,REF93133747,374.64,0.0,331672.14
2020-12-04,2020-12-04,Fuel purchase,REF88867802,156.3,0.0,331515.84
2020-12-06,2020-12-06,Vehicle Maintenance expense,REF35411370,107.21,0.0,331408.63
2020-12-08,2020-12-08,Business materials,REF19476563,513.1,0.0,330895.53
2020-12-11,2020-12-11,Fuel purchase,REF37555061,230.4,0.0,330665.13
2020-12-11,2020-12-11,Safety Equipment expense,REF39162794,60.37,0.0,330604.76
2020-12-15,2020-12-15,"Project payment - Mullins, Buckley and Hahn",REF16011162,0.0,461.78,331066.54
2020-12-15,2020-12-15,Payment from Abbott-Gomez,REF77263002,0.0,629.35,331695.89
2020-12-15,2020-12-15,Service payment - Roman-Gonzalez,REF99735037,0.0,569.99,332265.88
2020-12-15,2020-12-15,Service payment - Porter Inc,REF95974480,0.0,485.98,332751.86
2020-12-15,2020-12-15,"Project payment - Nelson, Parks and Campbell",REF22031800,0.0,615.28,333367.14
2020-12-15,2020-12-15,Business insurance premium,REF43726550,118.9,0.0,333248.24
2020-12-16,2020-12-16,Subcontractors expense,REF84800911,421.7,0.0,332826.54
2020-12-16,2020-12-16,Fuel purchase,REF55668287,255.44,0.0,332571.1
2020-12-19,2020-12-19,Fuel purchase,REF49125596,204.21,0.0,332366.89
2020-12-22,2020-12-22,Business materials,REF18319407,622.72,0.0,331744.17
2020-12-25,2020-12-25,Safety Equipment expense,REF20533946,41.11,0.0,331703.06
2020-12-30,2020-12-30,Service payment - Abbott-Gomez,REF18738882,0.0,737.48,332440.54
2020-12-30,2020-12-30,"Service payment - Mullins, Buckley and Hahn",REF90916709,0.0,439.98,332880.52
2020-12-30,2020-12-30,"Payment from Nelson, Parks and Campbell",REF50975923,0.0,693.05,333573.57
2020-12-30,2020-12-30,Service payment - Roman-Gonzalez,REF69889171,0.0,414.26,333987.83
2020-12-30,2020-12-30,Project payment - Porter Inc,REF62585455,0.0,407.72,334395.55
2021-01-01,2021-01-01,Fuel purchase,REF28739803,326.97,0.0,334068.58
2021-01-03,2021-01-03,Business materials,REF17959461,436.22,0.0,333632.36
2021-01-04,2021-01-04,Fuel purchase,REF35021252,159.62,0.0,333472.74
2021-01-07,2021-01-07,Equipment Rental expense,REF38825748,257.68,0.0,333215.06
2021-01-08,2021-01-08,Fuel purchase,REF39635140,120.13,0.0,333094.93
2021-01-14,2021-01-14,Business materials,REF74150589,768.97,0.0,332325.96
2021-01-15,2021-01-15,"Invoice payment - Mullins, Buckley and Hahn",REF24799357,0.0,604.04,332930.0
2021-01-15,2021-01-15,Service payment - Porter Inc,REF90863440,0.0,540.06,333470.06
2021-01-15,2021-01-15,"Service payment - Nelson, Parks and Campbell",REF78105973,0.0,836.93,334306.99
2021-01-15,2021-01-15,Service payment - Abbott-Gomez,REF48407750,0.0,905.49,335212.48
2021-01-15,2021-01-15,Business insurance premium,REF32798187,140.44,0.0,335072.04
2021-01-16,2021-01-16,Fuel purchase,REF19616613,382.08,0.0,334689.96
2021-01-17,2021-01-17,Vehicle Maintenance expense,REF70227523,17.05,0.0,334672.91
2021-01-20,2021-01-20,Vehicle Maintenance expense,REF79974762,140.49,0.0,334532.42
2021-01-30,2021-01-30,Service payment - Porter Inc,REF65953594,0.0,544.37,335076.79
2021-01-30,2021-01-30,"Invoice payment - Nelson, Parks and Campbell",REF37044605,0.0,741.03,335817.82
2021-01-30,2021-01-30,Payment from Roman-Gonzalez,REF27524473,0.0,712.08,336529.9
2021-01-31,2021-01-31,Business materials,REF65669458,512.3,0.0,336017.6
2021-01-31,2021-01-31,Vehicle Maintenance expense,REF64998585,118.94,0.0,335898.66
2021-02-01,2021-02-01,Tools expense,REF73674975,79.89,0.0,335818.77
2021-02-02,2021-02-02,Vehicle Maintenance expense,REF79598244,145.18,0.0,335673.59
2021-02-02,2021-02-02,Safety Equipment expense,REF51913161,76.45,0.0,335597.14
2021-02-04,2021-02-04,Permits Licenses expense,REF12256482,53.19,0.0,335543.95
2021-02-05,2021-02-05,Fuel purchase,REF77964671,280.07,0.0,335263.88
2021-02-05,2021-02-05,Vehicle Maintenance expense,REF59372551,77.65,0.0,335186.23
2021-02-11,2021-02-11,Business materials,REF69589509,713.31,0.0,334472.92
2021-02-14,2021-02-14,Fuel purchase,REF97518641,283.75,0.0,334189.17
2021-02-15,2021-02-15,Service payment - Abbott-Gomez,REF58547955,0.0,735.63,334924.8
2021-02-15,2021-02-15,Payment from Roman-Gonzalez,REF61193975,0.0,599.24,335524.04
2021-02-15,2021-02-15,"Project payment - Mullins, Buckley and Hahn",REF85707417,0.0,777.55,336301.59
2021-02-15,2021-02-15,Project payment - Porter Inc,REF74094727,0.0,464.64,336766.23
2021-02-15,2021-02-15,"Service payment - Nelson, Parks and Campbell",REF64241602,0.0,799.75,337565.98
2021-02-15,2021-02-15,Business insurance premium,REF88287408,158.34,0.0,337407.64
2021-02-20,2021-02-20,Fuel purchase,REF23202872,324.92,0.0,337082.72
2021-02-21,2021-02-21,Tools expense,REF85495605,67.16,0.0,337015.56
2021-02-22,2021-02-22,Equipment Rental expense,REF75036728,220.27,0.0,336795.29
2021-02-28,2021-02-28,"Payment from Mullins, Buckley and Hahn",REF37968428,0.0,636.37,337431.66
2021-02-28,2021-02-28,"Payment from Nelson, Parks and Campbell",REF16667602,0.0,923.01,338354.67
2021-02-28,2021-02-28,Service payment - Porter Inc,REF29330133,0.0,616.79,338971.46
2021-02-28,2021-02-28,Project payment - Abbott-Gomez,REF31220303,0.0,817.2,339788.66
2021-03-01,2021-03-01,Business materials,REF48618801,640.32,0.0,339148.34
2021-03-04,2021-03-04,Subcontractors expense,REF35996907,663.59,0.0,338484.75
2021-03-07,2021-03-07,Fuel purchase,REF27355748,309.11,0.0,338175.64
2021-03-08,2021-03-08,Equipment Rental expense,REF55662246,701.81,0.0,337473.83
2021-03-10,2021-03-10,Vehicle Maintenance expense,REF83085284,154.53,0.0,337319.3
2021-03-15,2021-03-15,"Payment from Mullins, Buckley and Hahn",REF80095387,0.0,852.24,338171.54
2021-03-15,2021-03-15,Business insurance premium,REF73205923,202.07,0.0,337969.47
2021-03-15,2021-03-15,Project payment - Porter Inc,REF11833390,0.0,746.44,338715.91
2021-03-15,2021-03-15,Invoice payment - Abbott-Gomez,REF14121268,0.0,1071.61,339787.52
2021-03-15,2021-03-15,"Service payment - Nelson, Parks and Campbell",REF56535836,0.0,981.83,340769.35
2021-03-17,2021-03-17,Permits Licenses expense,REF51347901,69.69,0.0,340699.66
2021-03-25,2021-03-25,Equipment Rental expense,REF54727690,442.57,0.0,340257.09
2021-03-30,2021-03-30,Fuel purchase,REF23215532,342.27,0.0,339914.82
2021-03-30,2021-03-30,"Payment from Mullins, Buckley and Hahn",REF95909324,0.0,962.01,340876.83
2021-03-30,2021-03-30,"Service payment - Nelson, Parks and Campbell",REF85349041,0.0,1424.27,342301.1
2021-03-30,2021-03-30,Business materials,REF43344618,790.54,0.0,341510.56
2021-03-30,2021-03-30,Project payment - Roman-Gonzalez,REF37050359,0.0,933.33,342443.89
2021-03-30,2021-03-30,Project payment - Porter Inc,REF85386299,0.0,775.6,343219.49
2021-04-01,2021-04-01,Tools expense,REF85291090,32.16,0.0,343187.33
2021-04-02,2021-04-02,Tools expense,REF98109803,91.76,0.0,343095.57
2021-04-02,2021-04-02,Safety Equipment expense,REF44807689,31.8,0.0,343063.77
2021-04-03,2021-04-03,Tools expense,REF32421812,166.57,0.0,342897.2
2021-04-05,2021-04-05,Fuel purchase,REF46891667,358.31,0.0,342538.89
2021-04-07,2021-04-07,Business materials,REF41805487,1140.44,0.0,341398.45
2021-04-11,2021-04-11,Fuel purchase,REF78401272,341.13,0.0,341057.32
2021-04-15,2021-04-15,"Project payment - Nelson, Parks and Campbell",REF57551792,0.0,1613.46,342670.78
2021-04-15,2021-04-15,Project payment - Abbott-Gomez,REF91579255,0.0,1551.62,344222.4
2021-04-15,2021-04-15,"Service payment - Mullins, Buckley and Hahn",REF45549426,0.0,1178.41,345400.81
2021-04-15,2021-04-15,Business insurance premium,REF87616847,243.67,0.0,345157.14
2021-04-17,2021-04-17,Tools expense,REF81514058,84.88,0.0,345072.26
2021-04-22,2021-04-22,Business materials,REF70807036,528.18,0.0,344544.08
2021-04-22,2021-04-22,Tools expense,REF24240077,126.16,0.0,344417.92
2021-04-24,2021-04-24,Tools expense,REF75174065,76.48,0.0,344341.44
2021-04-30,2021-04-30,"Service payment - Nelson, Parks and Campbell",REF39735815,0.0,1378.23,345719.67
2021-04-30,2021-04-30,Service payment - Porter Inc,REF41639677,0.0,845.46,346565.13
2021-04-30,2021-04-30,"Payment from Mullins, Buckley and Hahn",REF97851768,0.0,1127.11,347692.24
2021-04-30,2021-04-30,Service payment - Abbott-Gomez,REF45027811,0.0,1536.46,349228.7
2021-05-02,2021-05-02,Fuel purchase,REF91907893,280.07,0.0,348948.63
2021-05-04,2021-05-04,Equipment Rental expense,REF12276684,431.24,0.0,348517.39
2021-05-04,2021-05-04,Fuel purchase,REF77663779,309.81,0.0,348207.58
2021-05-04,2021-05-04,Subcontractors expense,REF10631446,1865.4,0.0,346342.18
2021-05-05,2021-05-05,Business materials,REF41778468,715.93,0.0,345626.25
2021-05-14,2021-05-14,Tools expense,REF83858188,204.15,0.0,345422.1
2021-05-15,2021-05-15,Business materials,REF24525258,818.35,0.0,344603.75
2021-05-15,2021-05-15,Service payment - Roman-Gonzalez,REF39479852,0.0,1236.84,345840.59
2021-05-15,2021-05-15,"Service payment - Mullins, Buckley and Hahn",REF15136402,0.0,1177.29,347017.88
2021-05-15,2021-05-15,Business insurance premium,REF75616693,256.32,0.0,346761.56
2021-05-15,2021-05-15,Service payment - Porter Inc,REF90685019,0.0,1103.84,347865.4
2021-05-15,2021-05-15,Payment from Abbott-Gomez,REF36968344,0.0,1289.8,349155.2
2021-05-15,2021-05-15,"Invoice payment - Nelson, Parks and Campbell",REF58099851,0.0,1484.39,350639.59
2021-05-16,2021-05-16,Fuel purchase,REF28443075,181.48,0.0,350458.11
2021-05-18,2021-05-18,Fuel purchase,REF24483228,128.37,0.0,350329.74
2021-05-20,2021-05-20,Fuel purchase,REF62671966,500.76,0.0,349828.98
2021-05-22,2021-05-22,Tools expense,REF44325526,140.66,0.0,349688.32
2021-05-24,2021-05-24,Business materials,REF34114833,713.01,0.0,348975.31
2021-05-25,2021-05-25,Business materials,REF66010594,657.77,0.0,348317.54
2021-05-30,2021-05-30,Fuel purchase,REF18952023,282.04,0.0,348035.5
2021-05-30,2021-05-30,Payment from Abbott-Gomez,REF24165762,0.0,1383.21,349418.71
2021-05-30,2021-05-30,"Invoice payment - Mullins, Buckley and Hahn",REF28591337,0.0,1250.54,350669.25
2021-05-30,2021-05-30,"Project payment - Nelson, Parks and Campbell",REF10278110,0.0,1363.25,352032.5
2021-05-30,2021-05-30,Project payment - Roman-Gonzalez,REF83352282,0.0,954.84,352987.34
2021-06-04,2021-06-04,Subcontractors expense,REF78538800,1193.61,0.0,351793.73
2021-06-09,2021-06-09,Fuel purchase,REF47135186,365.15,0.0,351428.58
2021-06-11,2021-06-11,Business materials,REF33727154,1277.74,0.0,350150.84
2021-06-11,2021-06-11,Permits Licenses expense,REF33930934,64.28,0.0,350086.56
2021-06-13,2021-06-13,Business materials,REF78404456,1497.79,0.0,348588.77
2021-06-14,2021-06-14,Subcontractors expense,REF27276162,1015.49,0.0,347573.28
2021-06-15,2021-06-15,Service payment - Porter Inc,REF67598336,0.0,833.38,348406.66
2021-06-15,2021-06-15,"Invoice payment - Mullins, Buckley and Hahn",REF12728586,0.0,1018.39,349425.05
2021-06-15,2021-06-15,Service payment - Abbott-Gomez,REF30163705,0.0,1462.23,350887.28
2021-06-15,2021-06-15,Business insurance premium,REF67892278,277.02,0.0,350610.26
2021-06-18,2021-06-18,Business materials,REF61407254,666.46,0.0,349943.8
2021-06-19,2021-06-19,Vehicle Maintenance expense,REF70000938,201.16,0.0,349742.64
2021-06-21,2021-06-21,Subcontractors expense,REF39708878,1649.38,0.0,348093.26
2021-06-21,2021-06-21,Business materials,REF14177767,734.27,0.0,347358.99
2021-06-22,2021-06-22,Tools expense,REF87183558,186.39,0.0,347172.6
2021-06-22,2021-06-22,Vehicle Maintenance expense,REF88003524,230.48,0.0,346942.12
2021-06-22,2021-06-22,Safety Equipment expense,REF10630773,64.91,0.0,346877.21
2021-06-27,2021-06-27,Subcontractors expense,REF55575086,919.92,0.0,345957.29
2021-06-29,2021-06-29,Safety Equipment expense,REF70393008,132.88,0.0,345824.41
2021-06-30,2021-06-30,Project payment - Porter Inc,REF75130701,0.0,931.57,346755.98
2021-06-30,2021-06-30,Fuel purchase,REF24715715,498.15,0.0,346257.83
2021-06-30,2021-06-30,Invoice payment - Abbott-Gomez,REF27315294,0.0,1253.17,347511.0
